Review,Clean_Review,Topic
"

This course is very practical and good for beginners in Python, it explains the basics with ease and the test is a way to reinforce the concepts.  ",course practical good beginner python explains basic ease test way reinforce concept,4
NICE EXPOSURE,nice exposure,3
Great knowledge content!!,great knowledge content,4
"Dr. Chuck is the most encouraging and entertaining teacher I have ever met!!! He really makes learning about computer and programming easy and fun! And he makes a great Prof. Snape impersonation! :-)Most importantly, Dr. Chuck intentionally included many mistakes in his teaching materials. As a self-taught programmer who has struggled on one's own, I believe this is the most valuable part of the lectures. The students get to understand from the very beginning how to read error messages and tracebacks, how to debug, how not to be intimidated by mistakes and failures, and how to become a confident programmer. This should be THE teaching model for programming in any language!Thank you, Dr. Chuck! And I look forward to learning more from you in our follow-up courses!",dr chuck encouraging entertaining teacher ever met really make learning computer programming easy fun make great prof snape impersonation importantly dr chuck intentionally included many mistake teaching material selftaught programmer struggled one believe valuable part lecture student get understand beginning read error message tracebacks debug intimidated mistake failure become confident programmer teaching model programming languagethank dr chuck look forward learning followup course,0
a great experience !!,great experience,4
"The Best course I have attended online  , It's not easy to pass all the exams in this course .",best course attended online easy pas exam course,4
"i am sure about my research in ""structural optimization of high rise buildings""  it is helpful to write some sub programmes to find maximum displacements, story stiffness, fundamental frequencies, story drift, time period etc. from  software (like ETABS, STAAD, etc.,) output. i observed while learning my courses all the speakers are given very inspired sessions. i thank to god give me opportunity to learn in this  online coursera.",sure research structural optimization high rise building helpful write sub programme find maximum displacement story stiffness fundamental frequency story drift time period etc software like etabs staad etc output observed learning course speaker given inspired session thank god give opportunity learn online coursera,0
Outstanding wealth of knowledge and instruction in this course.,outstanding wealth knowledge instruction course,4
"Thank you very much, very informative, course presented in an excellent fashion ",thank much informative course presented excellent fashion,4
Excellent course and professor!,excellent course professor,4
Excellent  course,excellent course,4
Improved listening in a reflective approach rather than trying to fix things.,improved listening reflective approach rather trying fix thing,1
"Excellent master class, very good explanations and examples given by the professor.",excellent master class good explanation example given professor,4
Very good overview of networks. One thing I was expecting to understand slightly better would have been on how to setup a smart network. What should have been chosen for what purposes. How do multiple access points with the same name work. Else perfect training.,good overview network one thing expecting understand slightly better would setup smart network chosen purpose multiple access point name work else perfect training,1
"Me gustó muchísimo el curso,La plataforma, la voz de Paul, las exposiciones, la traducción.Pero las tareas estaban sin traducción y me tardaba mucho en hacerlas.Creo que deberían de tener su traducción correspondiente.",gust muchsimo el cursola plataforma la voz de paul la exposiciones la traduccinpero la tareas estaban sin traduccin tardaba mucho en hacerlascreo que deberan de tener su traduccin correspondiente,3
"highly informational from python perspective, but really basic coding concepts were discussed using python. Was looking for some more advanced concepts. All in All a great course. Cheers :)",highly informational python perspective really basic coding concept discussed using python looking advanced concept great course cheer,4
this course is best learning for al everyone.,course best learning al everyone,4
Nicely time spend in this course.,nicely time spend course,1
Andrew Thanks a lot for an excellent course,andrew thanks lot excellent course,0
"Me gustó mucho la forma de explicar tan detalladamente cada uno de los pasos que hay que seguir para los primeros auxilios psicológicos, la calma, paciencia y sobre todo el cariño con el que quería que aprendiéramos, muchas gracias por brindarnos parte de sus conocimientos para poder hacer una buena labor.",gust mucho la forma de explicar tan detalladamente cada uno de los pasos que hay que seguir para los primeros auxilios psicolgicos la calma paciencia sobre todo el cario con el que quera que aprendiramos muchas gracias por brindarnos parte de sus conocimientos para poder hacer una buena labor,3
"It is a very comprehensive, comprehensive course and fantastically explained by Professor Robert Shiller.

I can only flatter his work and recommend the course.",comprehensive comprehensive course fantastically explained professor robert shilleri flatter work recommend course,4
Everything is great!!,everything great,4
"The course was overall great, I wish there should have been more emphasis on explaining the syntax, other than that everything was perfect. ",course overall great wish emphasis explaining syntax everything perfect,1
The explanation was very clear and examples were enough to understand the concept. Excellent course for beginners in programming.,explanation clear example enough understand concept excellent course beginner programming,4
The best Psychology course I've taken so far. Very engaging and interesting. ,best psychology course ive taken far engaging interesting,0
"I really enjoyed it, great follow up from the science of well being",really enjoyed great follow science well,4
Overall I enjoyed the course and feel like I've learned a good bit. I do wish however that the practical programming assignments were a little less guided. Maybe that'll come later in the specialization though.,overall enjoyed course feel like ive learned good bit wish however practical programming assignment little less guided maybe thatll come later specialization though,1
a great course for learning python with super-normal instructor.,great course learning python supernormal instructor,4
it's really helpful for beginners! The course contained a lot of practices to check your learning results.,really helpful beginner course contained lot practice check learning result,1
it really helped to see things outside of the psychologist pov! insightful course!,really helped see thing outside psychologist pov insightful course,0
Excellent teaching and relatable examples.,excellent teaching relatable example,4
Very well structured & scoped.Would recommend to anyone whosoever is looking an holistic understanding around AI.,well structured scopedwould recommend anyone whosoever looking holistic understanding around ai,4
Very usefull,usefull,3
 The course was great but I think it should include more problems to work on. ,course great think include problem work,1
The best content for beginners in Python. Much easily and nicely explained basics of python,best content beginner python much easily nicely explained basic python,4
"One of the best introductory courses, taking the learner from simple logistic regression, through computational graphs and teaching the core of neural networks viz. the back propagation algorithm. The glide from zero to some solid foundation on neural networks is something I thoroughly enjoyed as learner. A probing quiz and programming assignments that pushes the learner to seek finer aspects of the neural networks is something that is missing in this course",one best introductory course taking learner simple logistic regression computational graph teaching core neural network viz back propagation algorithm glide zero solid foundation neural network something thoroughly enjoyed learner probing quiz programming assignment push learner seek finer aspect neural network something missing course,2
Very simplified way to introduce yourself to AI. And the way Andrew explains it is also very good :,simplified way introduce ai way andrew explains also good,2
Excellantly defined curriculum.Can't be better than this for anyone looking to start from scratch.,excellantly defined curriculumcant better anyone looking start scratch,2
excellent and easy to understand,excellent easy understand,4
Perfecto contenido correcto ,perfecto contenido correcto,3
Great way to start. It is excellent for persons with no programming background,great way start excellent person programming background,4
"Concise, clear and to the point. Easy to understand and superb simulation videos.Thank you !",concise clear point easy understand superb simulation videosthank,4
The course was good but too basic,course good basic,4
"Learned more googling the subjects then from the course. At least one question on every test was a trick question and when you got something wrong, the only comment was 'this is incorrect please review this section of the course."" Then the answer to the question was usually a single sentence lost in a lake of babbling. All in all it felt like I was either supposed to learn through failure or that asking the internet is going to be a regular thing in IT.",learned googling subject course least one question every test trick question got something wrong comment incorrect please review section course answer question usually single sentence lost lake babbling felt like either supposed learn failure asking internet going regular thing,1
Quite good course ,quite good course,4
"It's no doubt an easy to understand course for beginners who don't know anything about python before, it introduced a new world to me within 7 weeks and I really appreciate it. Thanks to Professor Severance for his humorous and clear way of teaching. I 'll definitely recommend the course to anyone who is interested in python. ",doubt easy understand course beginner dont know anything python introduced new world within week really appreciate thanks professor severance humorous clear way teaching definitely recommend course anyone interested python,0
"This course is indicated to anyone looking for an overview of Python programming. All Assignments and Quizzes are quite simple problems. To be honest, I expected more of this course.",course indicated anyone looking overview python programming assignment quiz quite simple problem honest expected course,1
"A comprehensive course on Python, that lets you explore step by step. This is the best structured python course I have seen in a while. Thanks a lot to the instructor and the course content writer!",comprehensive course python let explore step step best structured python course seen thanks lot instructor course content writer,4
"Totally love this course. This course help me to gain more knowledge. But, in my opinion, i hope in the module self care can add on more stimulation about self care like relaxation, how to breathing and so on. Again, thank you again to this course and Prof. Thanks. ",totally love course course help gain knowledge opinion hope module self care add stimulation self care like relaxation breathing thank course prof thanks,0
"Learned a great deal with this course, very engaging material.",learned great deal course engaging material,0
This course was very helpful and informative. This was also based on practical approach and tried to ensure full fledged learning through the Marked quizzes after each lesson and video lessons as well and peer graded assignments.,course helpful informative also based practical approach tried ensure full fledged learning marked quiz lesson video lesson well peer graded assignment,1
Easy way to learn new things in python by starting with basics. Giving space for our practice and it helps a lot for beginners in python.,easy way learn new thing python starting basic giving space practice help lot beginner python,4
"Completed the course within a week and highly recommend it to anyone who is interested in AI in general. The overall course material is non-technical and really easy to follow. I even encourage people whose mother tongue is not English, to take the course.",completed course within week highly recommend anyone interested ai general overall course material nontechnical really easy follow even encourage people whose mother tongue english take course,4
I have really learned a lot from this course. I am really thankful to the teacher for explaining everything in such an easy manner.,really learned lot course really thankful teacher explaining everything easy manner,0
"wow, this video make me have more motivation to learn Python, many thanks !",wow video make motivation learn python many thanks,0
"It was very helpful course, but progress is to slow for my level of knowledge. It is for beginners. If you have some experience this course will be too easy for you.",helpful course progress slow level knowledge beginner experience course easy,4
"I think a single rating is too ""shallow"" to sum everything up, for what I wish to express is very ""deep"" ;)TL;DR: Course teaches you all the basics but needs more (optional) copious curriculum alike those in top CS programs e.g. dive into the maths, explain the convenience of modular programming, a long and deep session on numpy with lots of examples and common pitfall avoidance strategies. Is the course a good introduction? Yes. Prof. Ng takes you from ""a neural what"" to ""damn, my deep learning model predicts cat images with 80% accuracy!""Does it have a lot if insightful content?Yes and no:Prof. Ng's lectures are articulate, constructive, easy to follow and comprehensible.But the quizzes are insufficient in my opinion, you should provide us with many more optional quizzes that stimulates our understanding and creativity.Moreover, shouldn't there be a book which really builds our imagination and inspires us to think outside the box?I understand that someone as busy as Prof. Ng can't possibly make more lectures, the lectures are already ""optimized"" (I can't stop stop with the puns! :D )But maybe a TA could generate optional video tracks, which go deeper into the topics of the main track.Also, I was continuously struggling while using numpy, even though there were some lectures on some functions of numpy. Dimensions debugging was stressful.Not trying to criticize but the programming assignments felt like a guided tour with little freedom on the learner's part, but that is completely understandable since the learners aren't expected to know how to write hundreds of lines of python code, organize the tasks into elegant functions and data structures.One more terrifying thing in the assignments was the sheer number of variables:OH MY GOD, my active memory was failing to retain which variables were being outputted and where these need to go to next. ""I just got W1 and W2, also b1 and b2, but wait, what is this parameters thing. Oh cool, its a multidimensional array. Where did this cache come from? why can't we just call it Z1? this back prop function is really roasting my brain; too. many. variables...  Hold up, how do I find A2... hmmm.... gotta go back up and re-read.""So maybe you can teach us some skills to manage the sheer number of variables and functions.The course is great but I personally would like a ""deeper"" deep learning course. :)",think single rating shallow sum everything wish express deep tldr course teach basic need optional copious curriculum alike top c program eg dive math explain convenience modular programming long deep session numpy lot example common pitfall avoidance strategy course good introduction yes prof ng take neural damn deep learning model predicts cat image accuracydoes lot insightful contentyes noprof ng lecture articulate constructive easy follow comprehensiblebut quiz insufficient opinion provide u many optional quiz stimulates understanding creativitymoreover shouldnt book really build imagination inspires u think outside boxi understand someone busy prof ng cant possibly make lecture lecture already optimized cant stop stop pun maybe ta could generate optional video track go deeper topic main trackalso continuously struggling using numpy even though lecture function numpy dimension debugging stressfulnot trying criticize programming assignment felt like guided tour little freedom learner part completely understandable since learner arent expected know write hundred line python code organize task elegant function data structuresone terrifying thing assignment sheer number variablesoh god active memory failing retain variable outputted need go next got w w also b b wait parameter thing oh cool multidimensional array cache come cant call z back prop function really roasting brain many variable hold find hmmm gotta go back rereadso maybe teach u skill manage sheer number variable functionsthe course great personally would like deeper deep learning course,1
"Курс очень понравился. Лекции прозрачные и понятные.Отличный вариант для того, чтобы сделать первые шаги в программировании.Есть закрепляющие задания по всем темам, хотя хотелось бы побольше.",,0
owesome,owesome,0
"I love learning, this course has taught me a lot about the importance of networking in computing!",love learning course taught lot importance networking computing,0
it is very good,good,4
I enjoyed and learned the terms of psychology. It was great experience for me. Thanks,enjoyed learned term psychology great experience thanks,0
"nice at attend, It was good for beginners to start learning programming. but this course is half way, need to take further courses to learn more about data structures.",nice attend good beginner start learning programming course half way need take course learn data structure,4
good.It is very helpfull for me,goodit helpfull,4
Best for started a new programming language with Dr.chuk. the Best teaching and understanding in whole topics or videos.thank you.,best started new programming language drchuk best teaching understanding whole topic videosthank,4
"Good for the beginner who knows nothing about programming and just have litter knowledge about basic components of computer. This course is not recommended for IT professionals, may be other courses in this specialization may be effective for them. ",good beginner know nothing programming litter knowledge basic component computer course recommended professional may course specialization may effective,4
A light but increasingly more challenging introduction to programming with Python. Very well done!,light increasingly challenging introduction programming python well done,4
"If you're trying to reference to lessons for the quiz or assignments, tedious as hell.. allow for the search feature to reference all lessons in the course, would make life easier...",youre trying reference lesson quiz assignment tedious hell allow search feature reference lesson course would make life easier,1
No need to mention in review its just an awesome Course by Google,need mention review awesome course google,0
"Dr. Charles is a wonderful and helpful instructor. Even though I have a long way to go, doing this program placed me in the right step. I learned so much in a short amount of time. I highly recommend this course to anyone, who wants to start programming!",dr charles wonderful helpful instructor even though long way go program placed right step learned much short amount time highly recommend course anyone want start programming,0
The python interactive tools work best on chrome don't try on firefox it kills your time,python interactive tool work best chrome dont try firefox kill time,1
This course is really good and gives a great overview on the different aspects of psychology,course really good give great overview different aspect psychology,4
Very good overview about AI,good overview ai,2
"Dr.chuck is really a great person,i jus love his lectures",drchuck really great personi jus love lecture,0
"Great , even for a non native english person , is easy to understand the Dr. Charles Severance. Had some struggles during the homeworks, cause i didnt understand exactly how they want me to do it , did it first in some way , got same answer but not same process , so that was the hard part for non native english person, besides that it was great.",great even non native english person easy understand dr charles severance struggle homework cause didnt understand exactly want first way got answer process hard part non native english person besides great,0
"I found the Neural Network portion of Ng's Machine Learning course to be significantly more challenging, especially the programming assignments. I thoroughly enjoyed both and I think the two courses together are of great benefit. Very thankful for the work Andrew Ng and his team have done for all of us and look forward to the following courses.",found neural network portion ng machine learning course significantly challenging especially programming assignment thoroughly enjoyed think two course together great benefit thankful work andrew ng team done u look forward following course,2
"Pienso que es algo que todos deberían tomar. Esto no solo te ayuda para emergencias, me parece que también te ayuda a simplemente estar presente para alguien. Todos queremos ayudar a un amigo, todos queremos ayudar a un familiar, a nuestra pareja, etc. Creo que todos en esta vida deberíamos tomar en cuenta que existe una forma correcta de hacer esto y dar este apoyo mutuo entre personas, ya sea en un caso de emergencia o simplemente lidiar con las cosas del día a día. Excelente curso.",pienso que e algo que todos deberan tomar esto solo te ayuda para emergencias parece que tambin te ayuda simplemente estar presente para alguien todos queremos ayudar un amigo todos queremos ayudar un familiar nuestra pareja etc creo que todos en esta vida deberamos tomar en cuenta que existe una forma correcta de hacer esto dar este apoyo mutuo entre persona ya sea en un caso de emergencia simplemente lidiar con la cosas del da da excelente curso,3
"It's an amazing course. I learned a lot from this course. Not only did I learn programming, but I also learned how computer works when it comes to programming. The lecturing style is interesting and exciting for most of the time. It's short and precise. The explanation is clear and understandable. I like the flow chart and the summary of key concepts and key terminology of each lecture and chapters. Thank you. ",amazing course learned lot course learn programming also learned computer work come programming lecturing style interesting exciting time short precise explanation clear understandable like flow chart summary key concept key terminology lecture chapter thank,0
"I really enjoyed my time with this online experience.  Though I managed to get thru most of the course without having to post a question, I did realize in the end how easy and responsive the course TA's are in follow up. And there is also the community of other students whom I was able to learn from in seeing their questions and answer sessions.  You have no idea how important it was for me to be able to review the material in snippets in my day and then review it again and again so that I could comprehend the nuances of the lessons. Amazing, I wish I had this when I was in my undergrad days.  ",really enjoyed time online experience though managed get thru course without post question realize end easy responsive course ta follow also community student able learn seeing question answer session idea important able review material snippet day review could comprehend nuance lesson amazing wish undergrad day,0
"Yes, as I always believe it is NumPy that should be mastered before diving into DL frameworks. Grreat introductory course. The derivation of the equations of forward-prop & backward-prop was important. Programming exercises were so useful to practice the basics one more time and more importantly, to visualize what's happening inside in a shallow and deeper network.Highly recommended course for anyone break into AI/DL or just interested to learn ML stuffs.",yes always believe numpy mastered diving dl framework grreat introductory course derivation equation forwardprop backwardprop important programming exercise useful practice basic one time importantly visualize whats happening inside shallow deeper networkhighly recommended course anyone break aidl interested learn ml stuff,2
This course provides us a better view how to face AI and understand what it can or can't do.,course provides u better view face ai understand cant,2
good  course to learn ,good course learn,4
"Thank you very much, Chuck Sensei and University of Michigan for this wonderful course so much! This course is quite useful for understanding the basic of the programming and python. I'm sure to continue to studying the advanced course of python programming. can't wait!",thank much chuck sensei university michigan wonderful course much course quite useful understanding basic programming python im sure continue studying advanced course python programming cant wait,0
It is the best course for learning basics of python or learning programming for the first time. And the real life success stories made me not to feel bore and kept my enthusiasm. Thank you coursera.,best course learning basic python learning programming first time real life success story made feel bore kept enthusiasm thank coursera,0
It's amazing to learn about ARTIFICIAL INTELLIGENCE. ,amazing learn artificial intelligence,2
This is very useful for begginers,useful begginers,1
Very realistic course with good technical background,realistic course good technical background,2
"easy to follow course,  self pacing helps and being able to revert back to study material before a quiz is a plus. ",easy follow course self pacing help able revert back study material quiz plus,0
"This course is recommended for those who think AI is going to kill the jobs of many skilled worker, you will get great understanding in this course what AI can do or can't do. Highly recommended for those who are interested in AI. I learned many amazing thing which suffice for me.",course recommended think ai going kill job many skilled worker get great understanding course ai cant highly recommended interested ai learned many amazing thing suffice,2
"I love this course, and instructopr. Thanks to you ,Andrew sir",love course instructopr thanks andrew sir,0
Instructor is very good at explaining complex concepts at a very fundamental level and building your knowledge up!,instructor good explaining complex concept fundamental level building knowledge,2
"Brilliant teaching, thank you so much!",brilliant teaching thank much,0
Very nice course but a shame you cannot do any of the quizzes without an upgrade to the payed track.,nice course shame cannot quiz without upgrade payed track,4
I am very happy for completing getting start with python. This course taught me all the basics required for programming,happy completing getting start python course taught basic required programming,2
"This is a great course to provide introduction to AI for the general population. Although having first-hand knowledge in computer science and programming greatly helps fast comprehension on the topics discussed in the lecture, it is however not necessary and that the general population can still understand AI better and will improve the society should AI technology is implemented.",great course provide introduction ai general population although firsthand knowledge computer science programming greatly help fast comprehension topic discussed lecture however necessary general population still understand ai better improve society ai technology implemented,2
"I had a bit an issue with the week 2 test, when I had to fill in the blank it wasn't excepting my answers.  However when I retook it and clicked the bubble with the same answers i had previously entered it excepted it.  Other than that minor issue I absolutely loved this course and it wasn't as scary as I thought.",bit issue week test fill blank wasnt excepting answer however retook clicked bubble answer previously entered excepted minor issue absolutely loved course wasnt scary thought,1
Nyc,nyc,0
this is a fantastic course for those who are new to python and also new to programming language this course is a very good course and i really would thank to all course teaching staff and mentors ,fantastic course new python also new programming language course good course really would thank course teaching staff mentor,4
"Very easy to follow, certainly no need for prior technical knowledge. Really is AI for everyone.",easy follow certainly need prior technical knowledge really ai everyone,4
The best networking course I would ever recommend.,best networking course would ever recommend,4
It was a great course. Though I found it quite easy as I am from a computer science background. I hoped to learn a little bit of complex functions and about arrays in this course. But overall the experience was great and the instructor was too good to clarify everything.,great course though found quite easy computer science background hoped learn little bit complex function array course overall experience great instructor good clarify everything,1
Some of the steps in the derivations were overlooked which tends to be a little hard unless one sits down with pen and paper and follows along thoroughly. Explanations are superb and the teaching is great. This is the only neural network course which helps you really grasp the basics and enables you to use any and every framework for NN with ease.,step derivation overlooked tends little hard unless one sits pen paper follows along thoroughly explanation superb teaching great neural network course help really grasp basic enables use every framework nn ease,1
It is an outstanding course to learn the basics of python programming and makes one eager to get into the programming world.,outstanding course learn basic python programming make one eager get programming world,4
it is very helpful for the learners who want to study DNN. thanks very much.,helpful learner want study dnn thanks much,0
"Andrew Ng's presenting style is excellent. Makes the course easy to follow as it gradually moves from the basics to more advanced topics, building gradually. Very good starter course on deep learning.",andrew ng presenting style excellent make course easy follow gradually move basic advanced topic building gradually good starter course deep learning,2
Is not for absolute beginner,absolute beginner,4
was really hard to understand,really hard understand,1
"I learned a ton!  I also learned a cat is not always a cat :)   A suggestion would be to offer a 'lesson 0' primer on some of the math skills needed to refresh one's memory.  It's been 20+ years since i've done matrix multiplication and honestly, that is the area I struggled with the most.  Knowing to use np.dot vs *.  I look forward to continuing the learning path and really understanding this topic.",learned ton also learned cat always cat suggestion would offer lesson primer math skill needed refresh one memory year since ive done matrix multiplication honestly area struggled knowing use npdot v look forward continuing learning path really understanding topic,1
Great handy start up bootcamp for learning basic skills in python programming language. very likeable teacher and good set up of course. ,great handy start bootcamp learning basic skill python programming language likeable teacher good set course,4
I had some issues to display some questions in quizzes,issue display question quiz,1
"
This was the best python course, had a lot of best practices and good stuff.

",best python course lot best practice good stuff,4
"Excelent course for everybody who wants to start with Python. It doesn't matter your purpose, this course is designed for people without programming skills as well as people who know other languages like C or anything else and wants to begin this other language.",excelent course everybody want start python doesnt matter purpose course designed people without programming skill well people know language like c anything else want begin language,4
"I am very pleased with the structure of the course. I just wish the programming assignments had more 'coding' for the students. Even though i got a solid understanding of the concepts through the programming assignments, I wish they had been more difficult, at least without the hint giving away the solutions or the no of lines of code. Apart from this, I loved the course. It has given me a step from which I could explore DL further. ",pleased structure course wish programming assignment coding student even though got solid understanding concept programming assignment wish difficult least without hint giving away solution line code apart loved course given step could explore dl,1
"The teacher was amazing, he was really funny and the way he taught was really easy to follow and understand.",teacher amazing really funny way taught really easy follow understand,4
very convenient to understand and learn.,convenient understand learn,4
"Very nice, fun, easy to understand, and useful. Thank you.",nice fun easy understand useful thank,4
"The best online course I've taken so far!  The instructor does an amazing job of breaking down the basic principles of Python in an easy to understand way!  The forum mentors do a great job if you're stuck as well!  Finally, the course assignments and auto-grade tools were fantastic!",best online course ive taken far instructor amazing job breaking basic principle python easy understand way forum mentor great job youre stuck well finally course assignment autograde tool fantastic,4
"Fue un curso muy interesante, me gusto mucho la forma en la que el tutor explico los conceptos y sobre todo su idea de como deben ser utilizadas las financias para progresar como sociedad",fue un curso muy interesante gusto mucho la forma en la que el tutor explico los conceptos sobre todo su idea de como deben ser utilizadas la financias para progresar como sociedad,3
I Loved this course so much... Thanks for making this course.,loved course much thanks making course,0
"In general, it's very good!1) The interview and other stuff in the bonus video should renamed as optional or other names. It's misleading people to think bonus as materials related for the class. 2) As the name is programming for everybody,  will be better if some of the explanations or slides can be linked with daily life cases for people to understand the concept easily. ",general good interview stuff bonus video renamed optional name misleading people think bonus material related class name programming everybody better explanation slide linked daily life case people understand concept easily,1
"Me gusto mucho este curso. Solo falto traducir al castellano los cuestionarios de cada clase y tal vez subtitular los vídeos para hacerlos mas educativos y no tener que estar leyendo el texto como si estuviera apartado del vídeo. Por lo demás, un magnifico curso. ",gusto mucho este curso solo falto traducir al castellano los cuestionarios de cada clase tal vez subtitular los vdeos para hacerlos ma educativos tener que estar leyendo el texto como si estuviera apartado del vdeo por lo dems un magnifico curso,3
"I will learn more about how to cummunicate to people. Also, I gain more knowledge to use in my field.",learn cummunicate people also gain knowledge use field,2
"An overview of the basic things about python, you can finish this in one week, if you have previous basic coding experiences.This course can help you know the difference between python and other languages. Good course!",overview basic thing python finish one week previous basic coding experiencesthis course help know difference python language good course,1
"Take the time to understand how the whole thing works, it needs to make sense in your head, this way, you can troubleshoot and lookup things online whenever necessary.",take time understand whole thing work need make sense head way troubleshoot lookup thing online whenever necessary,0
"soy colombiana, me ha encantado tener esta informaion basica es un curso muy completo que nos permite generar capacidades para reconocer las cualidades psicologicas de las personas",soy colombiana ha encantado tener esta informaion basica e un curso muy completo que no permite generar capacidades para reconocer la cualidades psicologicas de la persona,3
"Loved the course, very entertaining topics kept me engaged the whole time, If the entire certificate is done by this professor Im sure I can pass with flying colors and that would be wonderful as I work in spurts and traditional education really doesn't work with me but I love learning ! ",loved course entertaining topic kept engaged whole time entire certificate done professor im sure pas flying color would wonderful work spurt traditional education really doesnt work love learning,0
"It's a very good course. It illustrates the idea of neural network and deep learning in an intuitive way. I think this time I fully understand the idea and details behind them. Also, the python programming is very friendly. I have used R for years but not so familiar with python. However, folloing the instructions I can do the coding very efficiently. I think i just spent less than 1 week on this course but get 100% score on it. So it's not so challening compared to Machine Learning and PGM. I think PGM is the most difficult one among these courses.",good course illustrates idea neural network deep learning intuitive way think time fully understand idea detail behind also python programming friendly used r year familiar python however folloing instruction coding efficiently think spent less week course get score challening compared machine learning pgm think pgm difficult one among course,1
Quite useful,quite useful,1
a lotto learn about in this course ,lotto learn course,4
Helpful and useful ,helpful useful,4
"Great course! But, there are times when the exercises don't match up with the video content.",great course time exercise dont match video content,1
"Instructor spends seconds flashing code on screen without explaining why.  Maybe less talk about the log cabin backdrop and being ""cool"" and more on actual programming",instructor spends second flashing code screen without explaining maybe less talk log cabin backdrop cool actual programming,1
It's a little bit easy for students who have learned C/C++,little bit easy student learned cc,1
Best Introductory course for the begineers who step into deep-learning.,best introductory course begineers step deeplearning,4
"Very nice teacher! Fun and intuitive teaching. Very detailed instruction, and impressive auto-grader!",nice teacher fun intuitive teaching detailed instruction impressive autograder,4
"Excellent primer on AI, its benefits and its limitations.  Very thoughtfully delivered and engaging",excellent primer ai benefit limitation thoughtfully delivered engaging,2
"The course states it is meant to be for everybody but the frequent mention of error messages and how they are not meant to judge the student makes me thing it is meant for teenagers or a generally young audience. Some concepts are introduced very quickly and without the proper background. The exercises are mostly on the easy side and they do not build on each other (example: functions are introduced in a class but not used in the following exercises). This ends giving the impression that the course is not well structured and does not try to make the student find synergies between concepts.While this can work somehow for most of the course, the last week sees the introduction of some very advanced concepts (None and IS) which are just barely touched, leaving the student to have to search for information outside of the course. This is made worse by the overtly restrictive requirements of the assignments that use the autograder. The autograder does not let you explore potential pitfalls in your code, which are much better clarified by using the debugger (not introduced) or the python online visualizer (not introduced). I strongly advise to introduce one of these two tools in the course.",course state meant everybody frequent mention error message meant judge student make thing meant teenager generally young audience concept introduced quickly without proper background exercise mostly easy side build example function introduced class used following exercise end giving impression course well structured try make student find synergy conceptswhile work somehow course last week see introduction advanced concept none barely touched leaving student search information outside course made worse overtly restrictive requirement assignment use autograder autograder let explore potential pitfall code much better clarified using debugger introduced python online visualizer introduced strongly advise introduce one two tool course,1
"Excellent course! 👍  I finished the course in under 24 hours. 💪This course dives right into practical implementations after the initial theory of machine learning and neural networks. Andrew Ng's explanations of core theoretical concepts are both superb and solid. He gives a brief overview of  important concepts (such as gradient descent, forward prop, back prop, learning, etc) and then jumps into implementation. I loved the Jupyter Notebook assignments! They are great in understanding how to implement NN from scratch, going from basic to more advanced. I did feel that some people might find the math notation a bit heavy or tedious (I did); however, it is important. I would have liked to see perhaps a simpler notation first, then a more complicated one. Overall, highly recommend this course to anyone looking to get into this exciting journey of Deep Learning! ",excellent course finished course hour course dive right practical implementation initial theory machine learning neural network andrew ng explanation core theoretical concept superb solid give brief overview important concept gradient descent forward prop back prop learning etc jump implementation loved jupyter notebook assignment great understanding implement nn scratch going basic advanced feel people might find math notation bit heavy tedious however important would liked see perhaps simpler notation first complicated one overall highly recommend course anyone looking get exciting journey deep learning,2
"I have previously a bit accustmed with the programming with C++, but learning the basics of Python from Prof. Charles Russell Severance it was a great experience. This guy just makes the programming with python so easy that the learing becomes playful. Thank you Coursera, University of Michigan and Prof. Severance for the course.  ",previously bit accustmed programming c learning basic python prof charles russell severance great experience guy make programming python easy learing becomes playful thank coursera university michigan prof severance course,0
"Excellent course, go for it to better yourselves!",excellent course go better,4
"Our Mentor , he is just mind blowing . I really like the way of teaching.Also the study material and slides are really very helpful.Coursera really took teaching to a very higher level.",mentor mind blowing really like way teachingalso study material slide really helpfulcoursera really took teaching higher level,0
Excellent overview for a startup course. Keeps the participants engaged and encouraged them to learn more!,excellent overview startup course keep participant engaged encouraged learn,2
"Un excelente curso introductorio para la enseñanza de la programación en general. Explicaciones muy claras y propositivas, además de vídeos adicionales que motivan el aprendizaje de programación. ",un excelente curso introductorio para la enseanza de la programacin en general explicaciones muy claras propositivas adems de vdeos adicionales que motivan el aprendizaje de programacin,3
Very explicit and I love the way Dr Chucks gives examples. Also the quiz will task you to understand the concept. A very great one.,explicit love way dr chuck give example also quiz task understand concept great one,4
I would have given 5 stars if the evaluation of the programming assessments would have worked properly.,would given star evaluation programming assessment would worked properly,1
